,sent_index,token,label,chapter_tag,split_tag
24134,531,gloomy,I-R,Chapter 23,test
24135,531,thoughts,I-R,Chapter 23,test
24136,531,.,I-R,Chapter 23,test
24137,531,Let,I-R,Chapter 23,test
24138,531,us,I-R,Chapter 23,test
24139,531,hope,I-R,Chapter 23,test
24140,531,for,I-R,Chapter 23,test
24141,531,better,I-R,Chapter 23,test
24142,531,things,I-R,Chapter 23,test
24143,531,.,I-R,Chapter 23,test
24144,531,Let,I-R,Chapter 23,test
24145,531,us,I-R,Chapter 23,test
24146,531,flatter,I-R,Chapter 23,test
24147,531,ourselves,I-R,Chapter 23,test
24148,531,that,I-R,Chapter 23,test
24149,531,I,I-R,Chapter 23,test
24150,531,may,I-R,Chapter 23,test
24151,531,be,I-R,Chapter 23,test
24152,531,the,I-R,Chapter 23,test
24153,531,survivor,I-R,Chapter 23,test
24154,531,.,I-R,Chapter 23,test
24155,531,"""",I-R,Chapter 23,test
24156,532,"""",O,Chapter 23,test
24157,532,I,O,Chapter 23,test
24158,532,can,O,Chapter 23,test
24159,532,not,O,Chapter 23,test
24160,532,bear,O,Chapter 23,test
24161,532,to,O,Chapter 23,test
24162,532,think,O,Chapter 23,test
24163,532,that,O,Chapter 23,test
24164,532,they,O,Chapter 23,test
24165,532,should,O,Chapter 23,test
24166,532,have,O,Chapter 23,test
24167,532,all,O,Chapter 23,test
24168,532,this,O,Chapter 23,test
24169,532,estate,O,Chapter 23,test
24170,532,.,O,Chapter 23,test
24171,532,If,O,Chapter 23,test
24172,532,it,O,Chapter 23,test
24173,532,was,O,Chapter 23,test
24174,532,not,O,Chapter 23,test
24175,532,for,O,Chapter 23,test
24176,532,the,O,Chapter 23,test
24177,532,entail,O,Chapter 23,test
24178,532,",",O,Chapter 23,test
24179,532,I,O,Chapter 23,test
24180,532,should,O,Chapter 23,test
24181,532,not,O,Chapter 23,test
24182,532,mind,O,Chapter 23,test
24183,532,it,O,Chapter 23,test
24184,532,.,O,Chapter 23,test
24185,532,"""",O,Chapter 23,test
24186,533,"""",B-R,Chapter 23,test
24187,533,What,I-R,Chapter 23,test
24188,533,should,I-R,Chapter 23,test
24189,533,not,I-R,Chapter 23,test
24190,533,you,I-R,Chapter 23,test
24191,533,mind,I-R,Chapter 23,test
24192,533,?,I-R,Chapter 23,test
24193,533,"""",I-R,Chapter 23,test
24194,534,"""",B-R,Chapter 23,test
24195,534,I,I-R,Chapter 23,test
24196,534,should,I-R,Chapter 23,test
24197,534,not,I-R,Chapter 23,test
24198,534,mind,I-R,Chapter 23,test
24199,534,anything,I-R,Chapter 23,test
24200,534,at,I-R,Chapter 23,test
24201,534,all,I-R,Chapter 23,test
24202,534,.,I-R,Chapter 23,test
24203,534,"""",I-R,Chapter 23,test
24204,535,"""",B-R,Chapter 23,test
24205,535,Let,I-R,Chapter 23,test
24206,535,us,I-R,Chapter 23,test
24207,535,be,I-R,Chapter 23,test
24208,535,thankful,I-R,Chapter 23,test
24209,535,that,I-R,Chapter 23,test
24210,535,you,I-R,Chapter 23,test
24211,535,are,I-R,Chapter 23,test
24212,535,preserved,I-R,Chapter 23,test
24213,535,from,I-R,Chapter 23,test
24214,535,a,I-R,Chapter 23,test
24215,535,state,I-R,Chapter 23,test
24216,535,of,I-R,Chapter 23,test
24217,535,such,I-R,Chapter 23,test
24218,535,insensibility,I-R,Chapter 23,test
24219,535,.,I-R,Chapter 23,test
24220,535,"""",I-R,Chapter 23,test
24221,536,"""",B-R,Chapter 23,test
24222,536,I,I-R,Chapter 23,test
24223,536,never,I-R,Chapter 23,test
24224,536,can,I-R,Chapter 23,test
24225,536,be,I-R,Chapter 23,test
24226,536,thankful,I-R,Chapter 23,test
24227,536,",",I-R,Chapter 23,test
24228,536,Mr,I-R,Chapter 23,test
24229,536,Bennet,I-R,Chapter 23,test
24230,536,",",I-R,Chapter 23,test
24231,536,for,I-R,Chapter 23,test
24232,536,anything,I-R,Chapter 23,test
24233,536,about,I-R,Chapter 23,test
24234,536,the,I-R,Chapter 23,test
24235,536,entail,I-R,Chapter 23,test
24236,536,.,I-R,Chapter 23,test
24237,536,How,I-R,Chapter 23,test
24238,536,anyone,I-R,Chapter 23,test
24239,536,could,I-R,Chapter 23,test
24240,536,have,I-R,Chapter 23,test
24241,536,the,I-R,Chapter 23,test
24242,536,conscience,I-R,Chapter 23,test
24243,536,to,I-R,Chapter 23,test
24244,536,entail,I-R,Chapter 23,test
24245,536,away,I-R,Chapter 23,test
24246,536,an,I-R,Chapter 23,test
24247,536,estate,I-R,Chapter 23,test
24248,536,from,I-R,Chapter 23,test
24249,536,one,I-R,Chapter 23,test
24250,536,'s,I-R,Chapter 23,test
24251,536,own,I-R,Chapter 23,test
24252,536,daughters,I-R,Chapter 23,test
24253,536,",",I-R,Chapter 23,test
24254,536,I,I-R,Chapter 23,test
24255,536,can,I-R,Chapter 23,test
24256,536,not,I-R,Chapter 23,test
24257,536,understand,I-R,Chapter 23,test
24258,536,;,I-R,Chapter 23,test
24259,536,and,I-R,Chapter 23,test
24260,536,all,I-R,Chapter 23,test
24261,536,for,I-R,Chapter 23,test
24262,536,the,I-R,Chapter 23,test
24263,536,sake,I-R,Chapter 23,test
24264,536,of,I-R,Chapter 23,test
24265,536,Mr,I-R,Chapter 23,test
24266,536,Collins,I-R,Chapter 23,test
24267,536,too,I-R,Chapter 23,test
24268,536,!,I-R,Chapter 23,test
24269,536,Why,I-R,Chapter 23,test
24270,536,should,I-R,Chapter 23,test
24271,536,he,I-R,Chapter 23,test
24272,536,have,I-R,Chapter 23,test
24273,536,it,I-R,Chapter 23,test
24274,536,more,I-R,Chapter 23,test
24275,536,than,I-R,Chapter 23,test
24276,536,anybody,I-R,Chapter 23,test
24277,536,else,I-R,Chapter 23,test
24278,536,?,I-R,Chapter 23,test
24279,536,"""",I-R,Chapter 23,test
24280,537,"""",B-R,Chapter 23,test
24281,537,I,I-R,Chapter 23,test
24282,537,leave,I-R,Chapter 23,test
24283,537,it,I-R,Chapter 23,test
24284,537,to,I-R,Chapter 23,test
24285,537,yourself,I-R,Chapter 23,test
24286,537,to,I-R,Chapter 23,test
24287,537,determine,I-R,Chapter 23,test
24288,537,",",I-R,Chapter 23,test
24289,537,"""",I-R,Chapter 23,test
24290,537,*,I-R,Chapter 23,test
24291,538,"""",O,Chapter 24,test
24292,538,Oh,O,Chapter 24,test
24293,538,",",O,Chapter 24,test
24294,538,that,O,Chapter 24,test
24295,538,my,O,Chapter 24,test
24296,538,dear,O,Chapter 24,test
24297,538,mother,O,Chapter 24,test
24298,538,had,O,Chapter 24,test
24299,538,more,O,Chapter 24,test
24300,538,command,O,Chapter 24,test
24301,538,over,O,Chapter 24,test
24302,538,herself,O,Chapter 24,test
24303,538,!,O,Chapter 24,test
24304,538,She,O,Chapter 24,test
24305,538,can,O,Chapter 24,test
24306,538,have,O,Chapter 24,test
24307,538,no,O,Chapter 24,test
24308,538,idea,O,Chapter 24,test
24309,538,of,O,Chapter 24,test
24310,538,the,O,Chapter 24,test
24311,538,pain,O,Chapter 24,test
24312,538,she,O,Chapter 24,test
24313,538,gives,O,Chapter 24,test
24314,538,me,O,Chapter 24,test
24315,538,by,O,Chapter 24,test
24316,538,her,O,Chapter 24,test
24317,538,continual,O,Chapter 24,test
24318,538,reflections,O,Chapter 24,test
24319,538,on,O,Chapter 24,test
24320,538,him,O,Chapter 24,test
24321,538,.,O,Chapter 24,test
24322,538,But,O,Chapter 24,test
24323,538,I,O,Chapter 24,test
24324,538,will,O,Chapter 24,test
24325,538,not,O,Chapter 24,test
24326,538,repine,O,Chapter 24,test
24327,538,.,O,Chapter 24,test
24328,538,It,O,Chapter 24,test
24329,538,can,O,Chapter 24,test
24330,538,not,O,Chapter 24,test
24331,538,last,O,Chapter 24,test
24332,538,long,O,Chapter 24,test
24333,538,.,O,Chapter 24,test
24334,538,He,O,Chapter 24,test
24335,538,will,O,Chapter 24,test
24336,538,be,O,Chapter 24,test
24337,538,forgot,O,Chapter 24,test
24338,538,",",O,Chapter 24,test
24339,538,and,O,Chapter 24,test
24340,538,we,O,Chapter 24,test
24341,538,shall,O,Chapter 24,test
24342,538,all,O,Chapter 24,test
24343,538,be,O,Chapter 24,test
24344,538,as,O,Chapter 24,test
24345,538,we,O,Chapter 24,test
24346,538,were,O,Chapter 24,test
24347,538,before,O,Chapter 24,test
24348,538,.,O,Chapter 24,test
24349,538,"""",O,Chapter 24,test
24350,539,"""",B-P,Chapter 24,test
24351,539,You,I-P,Chapter 24,test
24352,539,doubt,I-P,Chapter 24,test
24353,539,me,I-P,Chapter 24,test
24354,539,",",I-P,Chapter 24,test
24355,539,"""",I-P,Chapter 24,test
24356,539,*,I-P,Chapter 24,test
24357,539,"""",I-P,Chapter 24,test
24358,539,indeed,I-P,Chapter 24,test
24359,539,",",I-P,Chapter 24,test
24360,539,you,I-P,Chapter 24,test
24361,539,have,I-P,Chapter 24,test
24362,539,no,I-P,Chapter 24,test
24363,539,reason,I-P,Chapter 24,test
24364,539,.,I-P,Chapter 24,test
24365,539,He,I-P,Chapter 24,test
24366,539,may,I-P,Chapter 24,test
24367,539,live,I-P,Chapter 24,test
24368,539,in,I-P,Chapter 24,test
24369,539,my,I-P,Chapter 24,test
24370,539,memory,I-P,Chapter 24,test
24371,539,as,I-P,Chapter 24,test
24372,539,the,I-P,Chapter 24,test
24373,539,most,I-P,Chapter 24,test
24374,539,amiable,I-P,Chapter 24,test
24375,539,man,I-P,Chapter 24,test
24376,539,of,I-P,Chapter 24,test
24377,539,my,I-P,Chapter 24,test
24378,539,acquaintance,I-P,Chapter 24,test
24379,539,",",I-P,Chapter 24,test
24380,539,but,I-P,Chapter 24,test
24381,539,that,I-P,Chapter 24,test
24382,539,is,I-P,Chapter 24,test
24383,539,all,I-P,Chapter 24,test
24384,539,.,I-P,Chapter 24,test
24385,539,I,I-P,Chapter 24,test
24386,539,have,I-P,Chapter 24,test
24387,539,nothing,I-P,Chapter 24,test
24388,539,either,I-P,Chapter 24,test
24389,539,to,I-P,Chapter 24,test
24390,539,hope,I-P,Chapter 24,test
24391,539,or,I-P,Chapter 24,test
24392,539,fear,I-P,Chapter 24,test
24393,539,",",I-P,Chapter 24,test
24394,539,and,I-P,Chapter 24,test
24395,539,nothing,I-P,Chapter 24,test
24396,539,to,I-P,Chapter 24,test
24397,539,reproach,I-P,Chapter 24,test
24398,539,him,I-P,Chapter 24,test
24399,539,with,I-P,Chapter 24,test
24400,539,.,I-P,Chapter 24,test
24401,539,Thank,I-P,Chapter 24,test
24402,539,God,I-P,Chapter 24,test
24403,539,!,I-P,Chapter 24,test
24404,539,I,I-P,Chapter 24,test
24405,539,have,I-P,Chapter 24,test
24406,539,not,I-P,Chapter 24,test
24407,539,that,I-P,Chapter 24,test
24408,539,pain,I-P,Chapter 24,test
24409,539,.,I-P,Chapter 24,test
24410,539,A,I-P,Chapter 24,test
24411,539,little,I-P,Chapter 24,test
24412,539,time,I-P,Chapter 24,test
24413,539,",",I-P,Chapter 24,test
24414,539,therefore—I,I-P,Chapter 24,test
24415,539,shall,I-P,Chapter 24,test
24416,539,certainly,I-P,Chapter 24,test
24417,539,try,I-P,Chapter 24,test
24418,539,to,I-P,Chapter 24,test
24419,539,get,I-P,Chapter 24,test
24420,539,the,I-P,Chapter 24,test
24421,539,better,I-P,Chapter 24,test
24422,539,.,I-P,Chapter 24,test
24423,539,"""",I-P,Chapter 24,test
24424,540,*,B-P,Chapter 24,test
24425,540,"""",I-P,Chapter 24,test
24426,540,I,I-P,Chapter 24,test
24427,540,have,I-P,Chapter 24,test
24428,540,this,I-P,Chapter 24,test
24429,540,comfort,I-P,Chapter 24,test
24430,540,immediately,I-P,Chapter 24,test
24431,540,",",I-P,Chapter 24,test
24432,540,that,I-P,Chapter 24,test
24433,540,it,I-P,Chapter 24,test
24434,540,has,I-P,Chapter 24,test
24435,540,not,I-P,Chapter 24,test
24436,540,been,I-P,Chapter 24,test
24437,540,more,I-P,Chapter 24,test
24438,540,than,I-P,Chapter 24,test
24439,540,an,I-P,Chapter 24,test
24440,540,error,I-P,Chapter 24,test
24441,540,of,I-P,Chapter 24,test
24442,540,fancy,I-P,Chapter 24,test
24443,540,on,I-P,Chapter 24,test
24444,540,my,I-P,Chapter 24,test
24445,540,side,I-P,Chapter 24,test
24446,540,",",I-P,Chapter 24,test
24447,540,and,I-P,Chapter 24,test
24448,540,that,I-P,Chapter 24,test
24449,540,it,I-P,Chapter 24,test
24450,540,has,I-P,Chapter 24,test
24451,540,done,I-P,Chapter 24,test
24452,540,no,I-P,Chapter 24,test
24453,540,harm,I-P,Chapter 24,test
24454,540,to,I-P,Chapter 24,test
24455,540,anyone,I-P,Chapter 24,test
24456,540,but,I-P,Chapter 24,test
24457,540,myself,I-P,Chapter 24,test
24458,540,.,I-P,Chapter 24,test
24459,540,"""",I-P,Chapter 24,test
24460,541,"""",B-R,Chapter 24,test
24461,541,My,I-R,Chapter 24,test
24462,541,dear,I-R,Chapter 24,test
24463,541,Jane,I-R,Chapter 24,test
24464,541,!,I-R,Chapter 24,test
24465,541,"""",I-R,Chapter 24,test
24466,541,*,I-R,Chapter 24,test
24467,541,"""",I-R,Chapter 24,test
24468,541,you,I-R,Chapter 24,test
24469,541,are,I-R,Chapter 24,test
24470,541,too,I-R,Chapter 24,test
24471,541,good,I-R,Chapter 24,test
24472,541,.,I-R,Chapter 24,test
24473,541,Your,I-R,Chapter 24,test
24474,541,sweetness,I-R,Chapter 24,test
24475,541,and,I-R,Chapter 24,test
24476,541,disinterestedness,I-R,Chapter 24,test
24477,541,are,I-R,Chapter 24,test
24478,541,really,I-R,Chapter 24,test
24479,541,angelic,I-R,Chapter 24,test
24480,541,;,I-R,Chapter 24,test
24481,541,I,I-R,Chapter 24,test
24482,541,do,I-R,Chapter 24,test
24483,541,not,I-R,Chapter 24,test
24484,541,know,I-R,Chapter 24,test
24485,541,what,I-R,Chapter 24,test
24486,541,to,I-R,Chapter 24,test
24487,541,say,I-R,Chapter 24,test
24488,541,to,I-R,Chapter 24,test
24489,541,you,I-R,Chapter 24,test
24490,541,.,I-R,Chapter 24,test
24491,541,I,I-R,Chapter 24,test
24492,541,feel,I-R,Chapter 24,test
24493,541,as,I-R,Chapter 24,test
24494,541,if,I-R,Chapter 24,test
24495,541,I,I-R,Chapter 24,test
24496,541,had,I-R,Chapter 24,test
24497,541,never,I-R,Chapter 24,test
24498,541,done,I-R,Chapter 24,test
24499,541,you,I-R,Chapter 24,test
24500,541,justice,I-R,Chapter 24,test
24501,541,",",I-R,Chapter 24,test
24502,541,or,I-R,Chapter 24,test
24503,541,loved,I-R,Chapter 24,test
24504,541,you,I-R,Chapter 24,test
24505,541,as,I-R,Chapter 24,test
24506,541,you,I-R,Chapter 24,test
24507,541,deserve,I-R,Chapter 24,test
24508,541,.,I-R,Chapter 24,test
24509,541,"""",I-R,Chapter 24,test
24510,542,"""",B-P,Chapter 24,test
24511,542,Nay,I-P,Chapter 24,test
24512,542,",",I-P,Chapter 24,test
24513,542,"""",I-P,Chapter 24,test
24514,542,*,I-P,Chapter 24,test
24515,542,"""",I-P,Chapter 24,test
24516,542,this,I-P,Chapter 24,test
24517,542,is,I-P,Chapter 24,test
24518,542,not,I-P,Chapter 24,test
24519,542,fair,I-P,Chapter 24,test
24520,542,.,I-P,Chapter 24,test
24521,542,You,I-P,Chapter 24,test
24522,542,wish,I-P,Chapter 24,test
24523,542,to,I-P,Chapter 24,test
24524,542,think,I-P,Chapter 24,test
24525,542,all,I-P,Chapter 24,test
24526,542,the,I-P,Chapter 24,test
24527,542,world,I-P,Chapter 24,test
24528,542,respectable,I-P,Chapter 24,test
24529,542,",",I-P,Chapter 24,test
24530,542,and,I-P,Chapter 24,test
24531,542,are,I-P,Chapter 24,test
24532,542,hurt,I-P,Chapter 24,test
24533,542,if,I-P,Chapter 24,test
24534,542,I,I-P,Chapter 24,test
24535,542,speak,I-P,Chapter 24,test
24536,542,ill,I-P,Chapter 24,test
24537,542,of,I-P,Chapter 24,test
24538,542,anybody,I-P,Chapter 24,test
24539,542,.,I-P,Chapter 24,test
24540,542,I,I-P,Chapter 24,test
24541,542,only,I-P,Chapter 24,test
24542,542,want,I-P,Chapter 24,test
24543,542,to,I-P,Chapter 24,test
24544,542,think,I-P,Chapter 24,test
24545,542,you,I-P,Chapter 24,test
24546,542,perfect,I-P,Chapter 24,test
24547,542,",",I-P,Chapter 24,test
24548,542,and,I-P,Chapter 24,test
24549,542,you,I-P,Chapter 24,test
24550,542,set,I-P,Chapter 24,test
24551,542,yourself,I-P,Chapter 24,test
24552,542,against,I-P,Chapter 24,test
24553,542,it,I-P,Chapter 24,test
24554,542,.,I-P,Chapter 24,test
24555,542,Do,I-P,Chapter 24,test
24556,542,not,I-P,Chapter 24,test
24557,542,be,I-P,Chapter 24,test
24558,542,afraid,I-P,Chapter 24,test
24559,542,of,I-P,Chapter 24,test
24560,542,my,I-P,Chapter 24,test
24561,542,running,I-P,Chapter 24,test
24562,542,into,I-P,Chapter 24,test
24563,542,any,I-P,Chapter 24,test
24564,542,excess,I-P,Chapter 24,test
24565,542,",",I-P,Chapter 24,test
24566,542,of,I-P,Chapter 24,test
24567,542,my,I-P,Chapter 24,test
24568,542,encroaching,I-P,Chapter 24,test
24569,542,on,I-P,Chapter 24,test
24570,542,your,I-P,Chapter 24,test
24571,542,privilege,I-P,Chapter 24,test
24572,542,of,I-P,Chapter 24,test
24573,542,universal,I-P,Chapter 24,test
24574,542,good-will,I-P,Chapter 24,test
24575,542,.,I-P,Chapter 24,test
24576,542,You,I-P,Chapter 24,test
24577,542,need,I-P,Chapter 24,test
24578,542,not,I-P,Chapter 24,test
24579,542,.,I-P,Chapter 24,test
24580,542,There,I-P,Chapter 24,test
24581,542,are,I-P,Chapter 24,test
24582,542,few,I-P,Chapter 24,test
24583,542,people,I-P,Chapter 24,test
24584,542,whom,I-P,Chapter 24,test
24585,542,I,I-P,Chapter 24,test
24586,542,really,I-P,Chapter 24,test
24587,542,love,I-P,Chapter 24,test
24588,542,",",I-P,Chapter 24,test
24589,542,and,I-P,Chapter 24,test
24590,542,still,I-P,Chapter 24,test
24591,542,fewer,I-P,Chapter 24,test
24592,542,of,I-P,Chapter 24,test
24593,542,whom,I-P,Chapter 24,test
24594,542,I,I-P,Chapter 24,test
24595,542,think,I-P,Chapter 24,test
24596,542,well,I-P,Chapter 24,test
24597,542,.,I-P,Chapter 24,test
24598,542,The,I-P,Chapter 24,test
24599,542,more,I-P,Chapter 24,test
24600,542,I,I-P,Chapter 24,test
24601,542,see,I-P,Chapter 24,test
24602,542,of,I-P,Chapter 24,test
24603,542,the,I-P,Chapter 24,test
24604,542,world,I-P,Chapter 24,test
24605,542,",",I-P,Chapter 24,test
24606,542,the,I-P,Chapter 24,test
24607,542,more,I-P,Chapter 24,test
24608,542,am,I-P,Chapter 24,test
24609,542,I,I-P,Chapter 24,test
24610,542,dissatisfied,I-P,Chapter 24,test
24611,542,with,I-P,Chapter 24,test
24612,542,it,I-P,Chapter 24,test
24613,542,;,I-P,Chapter 24,test
24614,542,and,I-P,Chapter 24,test
24615,542,every,I-P,Chapter 24,test
24616,542,day,I-P,Chapter 24,test
24617,542,confirmsmy,I-P,Chapter 24,test
24618,542,belief,I-P,Chapter 24,test
24619,542,of,I-P,Chapter 24,test
24620,542,the,I-P,Chapter 24,test
24621,542,inconsistency,I-P,Chapter 24,test
24622,542,of,I-P,Chapter 24,test
24623,542,all,I-P,Chapter 24,test
24624,542,human,I-P,Chapter 24,test
24625,542,characters,I-P,Chapter 24,test
24626,542,",",I-P,Chapter 24,test
24627,542,and,I-P,Chapter 24,test
24628,542,of,I-P,Chapter 24,test
24629,542,the,I-P,Chapter 24,test
24630,542,little,I-P,Chapter 24,test
24631,542,dependence,I-P,Chapter 24,test
24632,542,that,I-P,Chapter 24,test
24633,542,can,I-P,Chapter 24,test
24634,542,be,I-P,Chapter 24,test
24635,542,placed,I-P,Chapter 24,test
24636,542,on,I-P,Chapter 24,test
24637,542,the,I-P,Chapter 24,test
24638,542,appearance,I-P,Chapter 24,test
24639,542,of,I-P,Chapter 24,test
24640,542,merit,I-P,Chapter 24,test
24641,542,or,I-P,Chapter 24,test
24642,542,sense,I-P,Chapter 24,test
24643,542,.,I-P,Chapter 24,test
24644,542,I,I-P,Chapter 24,test
24645,542,have,I-P,Chapter 24,test
24646,542,met,I-P,Chapter 24,test
24647,542,with,I-P,Chapter 24,test
24648,542,two,I-P,Chapter 24,test
24649,542,instances,I-P,Chapter 24,test
24650,542,lately,I-P,Chapter 24,test
24651,542,",",I-P,Chapter 24,test
24652,542,one,I-P,Chapter 24,test
24653,542,I,I-P,Chapter 24,test
24654,542,will,I-P,Chapter 24,test
24655,542,not,I-P,Chapter 24,test
24656,542,mention,I-P,Chapter 24,test
24657,542,;,I-P,Chapter 24,test
24658,542,the,I-P,Chapter 24,test
24659,542,other,I-P,Chapter 24,test
24660,542,is,I-P,Chapter 24,test
24661,542,Charlotte,I-P,Chapter 24,test
24662,542,'s,I-P,Chapter 24,test
24663,542,marriage,I-P,Chapter 24,test
24664,542,.,I-P,Chapter 24,test
24665,542,It,I-P,Chapter 24,test
24666,542,is,I-P,Chapter 24,test
24667,542,unaccountable,I-P,Chapter 24,test
24668,542,!,I-P,Chapter 24,test
24669,542,In,I-P,Chapter 24,test
24670,542,every,I-P,Chapter 24,test
24671,542,view,I-P,Chapter 24,test
24672,542,it,I-P,Chapter 24,test
24673,542,is,I-P,Chapter 24,test
24674,542,unaccountable,I-P,Chapter 24,test
24675,542,!,I-P,Chapter 24,test
24676,542,"""",I-P,Chapter 24,test
24677,543,"""",B-R,Chapter 24,test
24678,543,My,I-R,Chapter 24,test
24679,543,dear,I-R,Chapter 24,test
24680,543,Lizzy,I-R,Chapter 24,test
24681,543,",",I-R,Chapter 24,test
24682,543,do,I-R,Chapter 24,test
24683,543,not,I-R,Chapter 24,test
24684,543,give,I-R,Chapter 24,test
24685,543,way,I-R,Chapter 24,test
24686,543,to,I-R,Chapter 24,test
24687,543,such,I-R,Chapter 24,test
24688,543,feelings,I-R,Chapter 24,test
24689,543,as,I-R,Chapter 24,test
24690,543,these,I-R,Chapter 24,test
24691,543,.,I-R,Chapter 24,test
24692,543,They,I-R,Chapter 24,test
24693,543,will,I-R,Chapter 24,test
24694,543,ruin,I-R,Chapter 24,test
24695,543,your,I-R,Chapter 24,test
24696,543,happiness,I-R,Chapter 24,test
24697,543,.,I-R,Chapter 24,test
24698,543,You,I-R,Chapter 24,test
24699,543,do,I-R,Chapter 24,test
24700,543,not,I-R,Chapter 24,test
24701,543,make,I-R,Chapter 24,test
24702,543,allowance,I-R,Chapter 24,test
24703,543,enough,I-R,Chapter 24,test
24704,543,for,I-R,Chapter 24,test
24705,543,difference,I-R,Chapter 24,test
24706,543,of,I-R,Chapter 24,test
24707,543,situation,I-R,Chapter 24,test
24708,543,and,I-R,Chapter 24,test
24709,543,temper,I-R,Chapter 24,test
24710,543,.,I-R,Chapter 24,test
24711,543,Consider,I-R,Chapter 24,test
24712,543,Mr,I-R,Chapter 24,test
24713,543,Collins,I-R,Chapter 24,test
24714,543,'s,I-R,Chapter 24,test
24715,543,respectability,I-R,Chapter 24,test
24716,543,",",I-R,Chapter 24,test
24717,543,and,I-R,Chapter 24,test
24718,543,Charlotte,I-R,Chapter 24,test
24719,543,'s,I-R,Chapter 24,test
24720,543,steady,I-R,Chapter 24,test
24721,543,",",I-R,Chapter 24,test
24722,543,prudent,I-R,Chapter 24,test
24723,543,character,I-R,Chapter 24,test
24724,543,.,I-R,Chapter 24,test
24725,543,Remember,I-R,Chapter 24,test
24726,543,that,I-R,Chapter 24,test
24727,543,she,I-R,Chapter 24,test
24728,543,is,I-R,Chapter 24,test
24729,543,one,I-R,Chapter 24,test
24730,543,of,I-R,Chapter 24,test
24731,543,a,I-R,Chapter 24,test
24732,543,large,I-R,Chapter 24,test
24733,543,family,I-R,Chapter 24,test
24734,543,;,I-R,Chapter 24,test
24735,543,that,I-R,Chapter 24,test
24736,543,as,I-R,Chapter 24,test
24737,543,to,I-R,Chapter 24,test
24738,543,fortune,I-R,Chapter 24,test
24739,543,",",I-R,Chapter 24,test
24740,543,it,I-R,Chapter 24,test
24741,543,is,I-R,Chapter 24,test
24742,543,a,I-R,Chapter 24,test
24743,543,most,I-R,Chapter 24,test
24744,543,eligible,I-R,Chapter 24,test
24745,543,match,I-R,Chapter 24,test
24746,543,;,I-R,Chapter 24,test
24747,543,and,I-R,Chapter 24,test
24748,543,be,I-R,Chapter 24,test
24749,543,ready,I-R,Chapter 24,test
24750,543,to,I-R,Chapter 24,test
24751,543,believe,I-R,Chapter 24,test
24752,543,",",I-R,Chapter 24,test
24753,543,for,I-R,Chapter 24,test
24754,543,everybody,I-R,Chapter 24,test
24755,543,'s,I-R,Chapter 24,test
24756,543,sake,I-R,Chapter 24,test
24757,543,",",I-R,Chapter 24,test
24758,543,that,I-R,Chapter 24,test
24759,543,she,I-R,Chapter 24,test
24760,543,may,I-R,Chapter 24,test
24761,543,feel,I-R,Chapter 24,test
24762,543,something,I-R,Chapter 24,test
24763,543,like,I-R,Chapter 24,test
24764,543,regard,I-R,Chapter 24,test
24765,543,and,I-R,Chapter 24,test
24766,543,esteem,I-R,Chapter 24,test
24767,543,for,I-R,Chapter 24,test
24768,543,our,I-R,Chapter 24,test
24769,543,cousin,I-R,Chapter 24,test
24770,543,.,I-R,Chapter 24,test
24771,543,"""",I-R,Chapter 24,test
24772,544,"""",B-R,Chapter 24,test
24773,544,To,I-R,Chapter 24,test
24774,544,oblige,I-R,Chapter 24,test
24775,544,you,I-R,Chapter 24,test
24776,544,",",I-R,Chapter 24,test
24777,544,I,I-R,Chapter 24,test
24778,544,would,I-R,Chapter 24,test
24779,544,try,I-R,Chapter 24,test
24780,544,to,I-R,Chapter 24,test
24781,544,believe,I-R,Chapter 24,test
24782,544,almost,I-R,Chapter 24,test
24783,544,anything,I-R,Chapter 24,test
24784,544,",",I-R,Chapter 24,test
24785,544,but,I-R,Chapter 24,test
24786,544,no,I-R,Chapter 24,test
24787,544,one,I-R,Chapter 24,test
24788,544,else,I-R,Chapter 24,test
24789,544,could,I-R,Chapter 24,test
24790,544,be,I-R,Chapter 24,test
24791,544,benefited,I-R,Chapter 24,test
24792,544,by,I-R,Chapter 24,test
24793,544,such,I-R,Chapter 24,test
24794,544,a,I-R,Chapter 24,test
24795,544,belief,I-R,Chapter 24,test
24796,544,as,I-R,Chapter 24,test
24797,544,this,I-R,Chapter 24,test
24798,544,;,I-R,Chapter 24,test
24799,544,for,I-R,Chapter 24,test
24800,544,were,I-R,Chapter 24,test
24801,544,I,I-R,Chapter 24,test
24802,544,persuaded,I-R,Chapter 24,test
24803,544,that,I-R,Chapter 24,test
24804,544,Charlotte,I-R,Chapter 24,test
24805,544,had,I-R,Chapter 24,test
24806,544,any,I-R,Chapter 24,test
24807,544,regard,I-R,Chapter 24,test
24808,544,for,I-R,Chapter 24,test
24809,544,him,I-R,Chapter 24,test
24810,544,",",I-R,Chapter 24,test
24811,544,I,I-R,Chapter 24,test
24812,544,should,I-R,Chapter 24,test
24813,544,only,I-R,Chapter 24,test
24814,544,think,I-R,Chapter 24,test
24815,544,worse,I-R,Chapter 24,test
24816,544,of,I-R,Chapter 24,test
24817,544,her,I-R,Chapter 24,test
24818,544,understanding,I-R,Chapter 24,test
24819,544,than,I-R,Chapter 24,test
24820,544,I,I-R,Chapter 24,test
24821,544,now,I-R,Chapter 24,test
24822,544,do,I-R,Chapter 24,test
24823,544,of,I-R,Chapter 24,test
24824,544,her,I-R,Chapter 24,test
24825,544,heart,I-R,Chapter 24,test
